id,user_type,country,sector,energy_usage_kwh,transport_emissions_kg,diet_impact,carbon_offset_tons,renewable_energy_percentage,policy_incentives,emissions_tons,timestamp
281,Business,India,IT,4296.738947,161.5825824,Low,3.674969344,100,0,23.00275253,1651884504
282,Business,UK,Power,29681.56989,64.11931779,High,0.842026762,75,1,7.229040409,1637638160
283,Business,India,Transport,5244.898029,188.9743958,Medium,6.756055959,50,0,74.0807033,1653447415
284,Business,Brazil,Agriculture,24718.00586,132.2187949,Medium,2.650504845,25,0,67.7535288,1651103107
285,Business,India,IT,36855.12832,17.45684554,Medium,6.878030656,50,0,88.02388587,1666522565
286,Individual,Germany,IT,30681.18421,54.09231284,High,0.731987231,100,0,98.18307691,1642064260
287,Individual,Brazil,Manufacturing,15567.79334,37.32458688,Low,7.900623203,50,1,31.55825606,1632905039
288,Business,USA,Residential,21681.31653,189.4724612,Low,7.296882713,25,0,59.90667168,1628590228
289,Individual,Germany,Power,23163.61775,193.09255,Medium,0.092084527,0,1,0.496951445,1642184859
290,Business,India,Transport,47808.36992,49.12876901,High,3.487561214,25,0,62.00363026,1620687384
291,Individual,UK,Power,4548.890474,94.13376509,High,2.503882911,50,0,5.887246594,1670107120
292,Individual,UK,Agriculture,5745.166889,31.380116,Medium,3.719612058,25,1,79.56921573,1661537715
293,Individual,China,Residential,12011.60015,51.14518435,High,3.15626318,75,1,40.60304341,1637005744
294,Business,Germany,Power,48830.82737,44.99414277,Medium,5.238492965,25,0,33.34378397,1667629449
295,Individual,USA,Manufacturing,30973.6622,5.43718986,Low,1.564084346,75,0,18.99026159,1645489171
296,Business,USA,IT,48493.41546,167.1583658,High,3.348093243,50,1,84.92347176,1635397319
297,Industry,India,Transport,42598.88525,86.31118477,Low,2.527579164,25,1,22.48195922,1647022006
298,Individual,China,Manufacturing,27156.68183,18.14615476,Medium,5.115093718,100,1,43.24610493,1619078558
299,Individual,UK,Power,37336.17067,155.8436105,High,0.317500612,25,0,23.93159028,1662737044
300,Business,Brazil,IT,28415.15081,191.9667736,Medium,0.665505362,0,0,48.16260288,1637591818
301,Business,India,Transport,21739.3268,139.2049728,Low,8.237574965,0,0,85.9491614,1610816069
302,Business,Germany,Manufacturing,4802.26569,121.9007008,Medium,1.918319297,50,0,49.2735218,1661750629
303,Business,Brazil,IT,2730.629374,35.87223473,Medium,9.285694815,25,0,86.98361408,1641364690
304,Individual,India,Transport,24074.31337,76.37344429,Low,8.866886866,25,0,81.91473426,1659229746
305,Industry,USA,Transport,24199.05587,10.14125963,High,1.952391383,100,1,47.46606924,1660606349
306,Individual,UK,Transport,38656.99858,156.7395292,Low,0.522585543,50,0,53.86796055,1649674432
307,Business,UK,Agriculture,37691.44916,124.0725122,Low,6.75817257,0,1,62.06564511,1630753914
308,Individual,China,Residential,32255.79314,163.7292631,Low,2.736329594,100,1,4.561350169,1620761774
309,Business,Brazil,Transport,17211.59796,13.07778328,High,9.591062556,75,0,31.1732373,1620004412
310,Business,Germany,Residential,30677.42116,67.21830616,Medium,9.973397406,75,0,94.18690469,1630326656
311,Business,Brazil,Manufacturing,12475.98422,197.828579,High,2.24846421,75,1,78.73249207,1669473973
312,Business,Germany,Agriculture,13555.98383,143.8137428,Low,6.4026844,25,0,12.27720309,1616739063
313,Industry,Brazil,IT,198.5779993,59.64947409,Medium,0.534757006,75,0,55.0267637,1618888859
314,Industry,China,Manufacturing,15109.70321,60.94050706,Medium,5.736105695,25,0,97.76721323,1648355091
315,Individual,China,Transport,19511.30408,151.1681439,Low,5.14683252,0,0,14.93610442,1628705002
316,Individual,China,Power,40774.30216,49.92744915,Low,4.360956163,75,1,46.04299879,1644809948
317,Individual,USA,Residential,28443.48967,144.6858697,Medium,1.878920265,100,0,99.73154106,1621811151
318,Business,China,Agriculture,31224.03188,153.554152,Medium,8.834293932,100,0,66.09629797,1637384378
319,Industry,China,Power,36344.06291,64.53158738,High,0.776978066,75,0,38.76484718,1643866850
320,Individual,UK,Manufacturing,40553.90455,151.3671927,Medium,2.616185319,50,1,45.32181013,1648828268
321,Individual,China,Residential,44068.78922,101.3844679,Low,0.369339094,50,0,34.53177963,1615413794
322,Industry,China,Manufacturing,42756.50134,95.44935029,Medium,1.045221206,75,1,67.27032834,1628347045
323,Business,USA,Agriculture,39134.10975,55.11442734,Medium,7.416724839,0,0,80.91551444,1670029413
324,Industry,Brazil,Agriculture,30216.98759,112.8130836,Medium,9.561393226,25,0,30.46667934,1618017443
325,Individual,India,Power,5123.195035,67.9733629,Medium,3.531482634,25,0,29.09642605,1630082555
326,Business,USA,Transport,8776.081525,98.56276228,Low,5.641663983,25,0,12.86838339,1666795300
327,Individual,India,Transport,17901.25541,99.79527879,Medium,2.463734368,0,0,98.49969591,1663890259
328,Industry,China,Agriculture,21095.36336,5.145545293,High,2.571253941,50,1,39.33019197,1640987070
329,Individual,Germany,IT,26951.63314,184.5603971,Low,5.238333412,0,1,96.49340428,1638734377
330,Industry,USA,Power,29947.97748,121.4222113,High,1.52661997,25,1,23.98825272,1648164502
331,Individual,China,Power,21263.37651,46.6203163,Medium,2.695940283,75,0,77.3828858,1670234543
332,Individual,UK,IT,42597.89333,137.0278632,Low,7.268850186,0,1,21.98576103,1615510960
333,Industry,India,IT,39718.7685,75.10826153,Low,2.490603395,100,0,71.0120859,1646148866
334,Individual,Brazil,Manufacturing,22423.07531,60.6830493,Low,1.661264625,0,1,48.42963718,1651353576
335,Individual,Germany,Agriculture,23117.7456,127.472777,Medium,1.499037937,25,1,36.67617474,1648646532
336,Business,USA,Agriculture,48776.87868,102.3187831,High,1.836143562,75,0,41.29123654,1661675160
337,Business,Germany,IT,30774.76726,136.1898336,Medium,9.380817914,0,0,44.91751235,1651698666
338,Industry,Germany,Agriculture,39892.36643,117.8671846,Low,8.512199948,100,0,63.35750182,1661179230
339,Business,Germany,Residential,25565.04311,35.31888538,Medium,5.972323756,25,1,55.56261454,1616515696
340,Individual,India,IT,49923.81711,67.85696117,Low,1.03417594,0,0,7.124829477,1622631559
341,Business,UK,Agriculture,47811.46159,36.82720723,Medium,9.14253249,100,0,35.21019453,1643056845
342,Industry,China,Power,29816.8224,5.842550347,Medium,4.448358379,75,0,8.408576675,1660879703
343,Individual,Germany,IT,12215.86893,186.6910013,Low,3.729529002,75,0,28.46970149,1634376452
344,Industry,USA,Transport,27533.85302,167.2245369,High,0.334608908,100,0,80.22643219,1612103625
345,Individual,India,Residential,27333.20781,126.8490723,High,2.578999428,25,1,53.7706439,1664940977
346,Industry,China,Residential,45757.28908,159.7617332,Low,3.733705417,100,1,23.12458191,1622075134
347,Industry,USA,Power,42430.74299,100.9079077,Medium,3.5101391,25,0,46.12203964,1653100338
348,Business,UK,Manufacturing,2341.070909,164.066676,High,2.726046978,50,0,6.793480403,1626641193
349,Industry,China,Transport,41797.80703,117.6728013,Low,7.224124456,25,0,95.54243481,1639562926
350,Industry,UK,Power,17028.75207,177.2115078,Medium,6.42262377,0,0,44.0514779,1628158992
351,Industry,USA,IT,3033.255337,26.92030548,Low,1.670592815,100,0,66.53411634,1611529150
352,Individual,China,Residential,2885.749481,146.7284086,Low,4.41683887,50,0,31.37921795,1615328549
353,Business,Brazil,IT,44457.15518,188.2412076,Low,8.895052227,75,1,75.16679163,1644958114
354,Individual,China,Power,15201.58712,66.7665493,Medium,7.591875502,100,1,32.33307952,1629141154
355,Individual,India,Manufacturing,24032.85797,45.15348492,High,3.792776797,25,0,87.84914228,1633092375
356,Business,Germany,IT,39228.26648,108.7360725,Low,9.136745682,100,0,3.895215804,1663010713
357,Business,China,IT,16479.77134,164.299943,Low,0.932517879,50,0,81.56042004,1653831726
358,Business,UK,Manufacturing,26258.35296,108.3763307,High,8.74035989,0,0,84.9829174,1633673700
359,Business,Germany,Transport,11096.41245,123.4292582,High,6.777442708,0,0,51.47946572,1659459009
360,Business,UK,IT,7871.522004,158.3297138,Low,1.225536954,50,1,87.24480849,1611609001
361,Industry,UK,Transport,13383.43661,41.48274765,High,5.029537105,25,0,94.44979479,1614310741
362,Industry,India,Residential,43069.11622,143.9060057,Medium,3.632249341,50,0,72.39510496,1626178213
363,Individual,Brazil,Power,26978.27711,73.99902579,Medium,1.133961059,100,0,73.86270555,1644940940
364,Business,India,IT,26150.58285,72.7851767,Medium,5.824213816,25,0,32.19648087,1610045961
365,Business,USA,Manufacturing,20481.38921,100.9432322,Low,1.006072808,25,1,11.9638753,1646734588
366,Industry,China,Residential,40536.48531,47.89650558,Medium,6.761826704,100,0,96.92512235,1617830013
367,Individual,USA,IT,42021.21342,47.32843489,Medium,0.436717852,25,0,52.74644396,1626289118
368,Individual,UK,Agriculture,22352.74322,77.41807363,Low,8.488091196,50,1,64.09408632,1622347388
369,Industry,Brazil,Agriculture,46070.29221,167.0475767,Low,0.078475992,0,0,75.05053905,1617748952
370,Industry,Germany,Manufacturing,32036.71071,111.9629973,Medium,2.720780138,50,0,25.40152545,1635542341
371,Industry,Brazil,Power,47930.37585,89.07010435,Medium,9.271785868,100,0,72.21190148,1616750262
372,Business,China,Agriculture,31664.67874,164.9073329,Low,2.225030562,25,1,90.81465878,1609465675
373,Business,UK,Transport,26284.11708,40.41566236,Low,5.433446136,75,1,64.2539366,1640802891
374,Individual,USA,IT,8945.268364,51.02079879,Low,6.609433374,0,1,96.86083954,1654620281
375,Individual,China,Residential,40051.542,184.6084141,Medium,8.693108173,75,0,14.62663555,1614264641
376,Individual,USA,Manufacturing,6234.999176,154.8673915,Medium,1.64627194,50,0,70.02489784,1637141157
377,Business,China,Residential,14812.23133,99.22183769,Low,9.499841347,100,0,9.124676829,1623269374
378,Industry,Germany,IT,45525.85001,78.27643146,Medium,2.557818455,0,1,62.42458882,1666377699
379,Business,Brazil,Residential,45495.7276,3.169207792,Medium,2.329151915,25,0,97.97456041,1615688402
380,Industry,China,Residential,17330.43009,96.94912147,Medium,6.007254946,100,0,52.43824938,1635962003
381,Individual,India,IT,17937.12505,25.68736269,Medium,3.271204784,0,0,93.57863899,1609572780
382,Business,USA,Power,45573.45633,131.4227403,Medium,1.603134748,0,1,75.31314561,1664447144
383,Industry,China,Power,3391.684383,140.6001206,Medium,3.804876085,0,1,34.69345558,1651771253
384,Business,India,Transport,17023.44254,147.0516428,Medium,3.640259822,100,0,10.01087746,1625672799
385,Business,Germany,Power,22246.02954,13.5571764,Low,3.360750353,0,1,74.3868388,1663689199
386,Industry,India,Residential,30647.09173,64.31775675,Medium,9.050070885,0,1,97.24418939,1662051386
387,Individual,UK,Manufacturing,39496.73166,19.55741698,High,1.17758291,100,1,53.93135201,1659259207
388,Individual,Germany,Manufacturing,48393.78211,23.43162696,Low,0.73659671,0,1,67.84589633,1623857693
389,Business,China,Residential,21166.03152,137.0506597,Medium,4.400938657,25,1,6.141199014,1625294271
390,Business,UK,Power,25086.2795,173.5636498,Medium,9.967003934,25,1,87.39703834,1643373268
391,Business,USA,Residential,3523.44361,69.30056073,Low,7.816232733,50,1,46.38901202,1650125914
392,Business,China,IT,33141.91086,196.341617,Medium,8.046868711,25,0,74.75700732,1620242826
393,Individual,India,Power,44175.69143,79.77303876,Low,0.485350303,25,0,71.21124884,1613490777
394,Business,Brazil,Power,11224.76101,6.761853738,Medium,6.518446822,75,0,85.81549813,1659776948
395,Industry,UK,Manufacturing,6699.733957,196.3327774,Medium,3.07801247,100,0,57.65926608,1649805347
396,Individual,UK,Manufacturing,21331.33008,163.8410522,High,4.51540578,25,0,88.90673069,1655217858
397,Individual,Germany,IT,24467.59173,166.2124561,Low,1.487174368,75,0,15.95940906,1668640970
398,Individual,Germany,IT,46950.59838,97.05328255,High,6.911043245,0,0,81.36239448,1636877951
399,Industry,China,Manufacturing,5254.351925,49.7141871,Low,8.024252936,100,1,60.8240496,1660231465
400,Industry,UK,Manufacturing,28543.98885,138.8481291,High,9.083612798,75,0,24.78254502,1670179447
401,Business,Brazil,Manufacturing,41399.63252,132.5979607,Medium,6.811522893,75,0,4.214256231,1667524686
402,Business,Brazil,IT,27620.8179,169.7580746,Medium,2.2923562,0,1,89.39469612,1667908356
403,Individual,China,Transport,14382.91462,40.43445415,Low,8.576720772,25,1,58.05174903,1631262960
404,Individual,India,Transport,26017.52732,66.31603087,High,7.792380132,0,1,78.26868686,1670025440
405,Industry,Germany,Agriculture,23875.43214,24.74047132,Medium,7.062807158,0,0,91.57762516,1615493908
406,Individual,India,Power,49927.61137,143.4487265,Medium,2.490065369,75,0,35.07646034,1672013449
407,Business,USA,Agriculture,22046.13654,122.5538039,Low,3.316715252,0,1,92.33988394,1654850447
408,Industry,USA,Manufacturing,42322.39506,35.43196626,Low,5.308018968,75,0,0.458821425,1669957259
409,Business,China,Transport,35436.17308,133.6962895,Low,4.236546991,100,1,37.23753247,1657058539
410,Individual,India,IT,5377.214071,15.25559736,Low,6.961107356,100,0,88.07602529,1653934239
411,Individual,USA,Transport,45592.8726,101.8263859,Low,2.038253179,0,0,79.01974049,1632822919
412,Business,USA,Power,45194.0139,136.8704437,Low,1.299661168,25,0,79.61388593,1642281126
413,Industry,India,Residential,8003.603772,10.21035802,Medium,4.661939383,25,1,94.40629662,1622791836
414,Individual,USA,Power,42399.08265,71.36097209,Low,8.246628276,75,0,18.5218968,1649359727
415,Industry,India,Power,8895.189609,15.74659662,Medium,5.496759027,50,0,58.57317098,1632612544
416,Business,India,Power,23607.88094,161.3219927,Medium,2.852773964,50,1,72.86912822,1643397191
417,Individual,China,Residential,28097.41449,9.076024453,High,6.681591501,100,0,92.42818015,1619540366
418,Business,India,Transport,969.5258079,126.4021353,Low,1.078895062,50,1,52.85165378,1618676608
419,Industry,Brazil,IT,47655.72038,90.21263471,Medium,7.641722811,50,0,23.49842242,1660188468
420,Industry,China,IT,27119.67886,122.0463202,Medium,4.172811796,25,1,91.75534122,1644535715
421,Industry,UK,Residential,12304.70438,173.6197133,High,8.257182253,25,1,66.4172761,1660899339
422,Individual,USA,Residential,3141.595691,188.9454651,Medium,2.259380653,75,0,49.25177435,1669451722
423,Industry,Germany,IT,20305.34291,35.94684012,High,3.959156852,0,1,65.48866011,1655396596
424,Business,India,Residential,37884.88031,103.4334277,Low,4.18583601,25,0,83.9422911,1617565094
425,Individual,India,Manufacturing,37521.85689,178.254751,Low,8.065031846,100,0,87.27816616,1615130534
426,Industry,Brazil,Power,7744.763067,6.122446357,Medium,8.391252891,25,1,69.26199878,1636224387
427,Individual,UK,Agriculture,6001.853894,41.78036442,High,5.023759383,0,0,33.43486127,1622167241
428,Business,UK,IT,4265.620337,85.10171991,Low,9.457700145,50,1,31.38900566,1646143120
429,Industry,Brazil,Agriculture,38411.99138,124.0517187,Medium,0.119852839,25,0,37.64150758,1624221285
430,Individual,Germany,Transport,40438.48631,117.6407039,Low,7.872032114,50,0,67.91898133,1619019441
431,Individual,Brazil,Transport,22770.72801,84.0356114,Medium,2.781087909,25,1,83.02167822,1621182549
432,Individual,Brazil,Manufacturing,36578.05601,94.74181842,High,4.723382608,50,0,84.23909962,1648535897
433,Business,USA,Manufacturing,30936.73697,11.34328614,Medium,4.475019235,50,0,44.37762564,1663190156
434,Business,Brazil,Residential,5583.25955,96.13770123,Low,2.485147551,100,0,97.80345878,1629688738
435,Industry,China,Agriculture,16780.40041,105.9023369,Low,2.639672685,25,1,70.18019826,1671496450
436,Individual,Germany,IT,6747.48728,199.8621336,High,3.482969459,100,1,49.16373764,1666903020
437,Individual,Germany,Residential,11919.54911,17.06455399,Low,1.436229616,50,1,33.79056151,1652924047
438,Individual,UK,IT,49226.3135,31.01545759,Low,6.260421102,75,1,22.81637581,1618343183
439,Individual,India,Transport,29044.07337,126.563243,Medium,2.082622324,0,0,88.4306705,1617259136
440,Industry,Brazil,Transport,46656.75807,117.6774293,Low,2.757500014,25,1,60.17102352,1651423586
441,Business,India,Manufacturing,38208.7466,21.26164238,Medium,4.794214579,25,0,94.5876717,1655825792
442,Individual,China,Transport,49736.31197,181.789885,High,8.642318293,75,1,83.77776429,1671703561
443,Individual,Brazil,Transport,10169.3399,184.9844379,Low,3.187745495,75,0,44.33496895,1617885376
444,Industry,Brazil,Agriculture,21878.12792,145.8723078,Low,1.14107981,100,0,64.98700067,1620128619
445,Individual,China,Transport,16236.29394,43.64596215,Low,2.130476972,0,1,22.62359426,1637686891
446,Industry,USA,Agriculture,1037.238045,8.670688152,Medium,9.27225261,50,1,55.04412473,1651958283
447,Business,Brazil,IT,32723.33526,140.9904173,High,6.086925675,100,1,39.93773145,1626284604
448,Industry,Germany,Agriculture,31559.77811,193.3179341,High,0.970593477,100,1,20.97295375,1631063666
449,Business,USA,Manufacturing,18843.04223,30.02501399,Low,9.893729851,50,0,66.81454075,1609798875
450,Industry,UK,IT,38035.23356,73.55731054,Low,1.30694799,50,0,91.77478571,1615369959
451,Individual,China,IT,49376.54185,11.63926091,High,3.835873657,0,1,50.1952946,1645536402
452,Individual,India,Manufacturing,31046.1449,69.80228225,Low,6.051805582,75,1,92.66186968,1611901843
453,Industry,India,Manufacturing,43190.29287,65.0227663,Low,3.129433434,75,0,92.31237574,1626442146
454,Business,UK,Transport,35246.71986,105.0409571,Medium,2.067212257,75,0,16.03404008,1613132939
455,Industry,Germany,IT,48574.36978,157.8393229,Medium,9.288142556,75,0,61.17595936,1669409070
456,Business,UK,Manufacturing,17031.70602,116.5322513,Medium,4.017834465,100,0,36.01914457,1650217713
457,Business,Germany,Agriculture,13268.8439,127.6281772,Low,1.404604521,25,0,19.49646512,1630833364
